0x7100ce61e0,"IsCheckZoom"
0x7100cfb8c5,"WipeFilter"
0x7100cfb8d0,"ParBook"
0x7100cfb8d8,"お題表示"
0x7100cfb8e5,"Glimmer"
0x7100cfb8ed,"Amiiboガイドメッセージウィンドウ"
0x7100cfb91b,"Active_PixelToad"
0x7100cfb92c,"SetIcon_ZR"
0x7100cfb937,"CameraTrickArt_Horizontal"
0x7100cfb951,"GuideMessage_TouchReminder_DualJoy"
0x7100cfb974,"TxtGuideJoycon1player"
0x7100cfb98a,"PlayerIDIcon"
0x7100cfb997,"State1Bonus"
0x7100cfb9a3,"VRDummy"
0x7100cfb9ab,"StaffRollFin_Odyssey"
0x7100cfb9c0,"StaffRollNintendo"
0x7100cfb9d2,"Color_P2"
0x7100cfb9db,"TitleLogoDemo"
0x7100cfb9e9,"1PFade"
0x7100cfb9f0,"PgStartVoiceForKinopicoNormalStage"
0x7100cfba13,"GhostPlayerMaze3Stage"
0x7100cfba29,"StateRouteDokanMove"
0x7100cfba3d,"Night"
0x7100cfba43,"PgMove1"
0x7100cfba4b,"SwitchHideFrame"
0x7100cfba5b,"FadeInFrameNum"
0x7100cfba6a,"BindWarpEffect"
0x7100cfba79,"ファイアフラワー"
0x7100cfba92,"爆発振動[タッチ]"
0x7100cfbaaa,"[state]カメレオンDRCタッチ反応"
0x7100cfbad3,"HipDropAppear"
0x7100cfbae1,"BlockQuestion"
0x7100cfbaef,"IsRandomRotate"
0x7100cfbafe,"InitTraceModel"
0x7100cfbb0d,"消滅[スイッチ]"
0x7100cfbb22,"Rail"
0x7100cfbb27,"Is2ndCollectItem"
0x7100cfbb38,"DisappearWater"
0x7100cfbb47,"EffectObjAssistSlide"
0x7100cfbb5c,"エフェクト名"
0x7100cfbb6f,"Min=-2000.f, Max=2000.f"
0x7100cfbb87,"ModelArc"
0x7100cfbb90,"クリアレイアウト"
0x7100cfbba9,"HeadCourseClear"
0x7100cfbbb9,"BaseWindX"
0x7100cfbbc3,"ClimbRollingAttack"
0x7100cfbbd6,"成功"
0x7100cfbbdd,"IsLastBeforeDemo"
0x7100cfbbee,"CarObj"
0x7100cfbbf5,"LadderNormalStart"
0x7100cfbc07,"LadderNormalMiddleSupport50CM"
0x7100cfbc25,"Value"
0x7100cfbc2b,"Link_Brown"
0x7100cfbc36,"閉じる終わり"
0x7100cfbc49,"PlayerBindAnimGroup"
0x7100cfbc5d,"張り紙[落下]"
0x7100cfbc6f,"PullOutSuccessKeep"
0x7100cfbc82,"ルート土管大砲出入口"
0x7100cfbca1,"大砲の根元"
0x7100cfbcb1,"IsDisplayGuideIcon"
0x7100cfbcc4,"ルート土管ランチャーパペット"
0x7100cfbcef,"DokanStraight8M"
0x7100cfbcff,"DokanCorner"
0x7100cfbd0b,"WaitGreenStar"
0x7100cfbd19,"EffectType"
0x7100cfbd24,"発見"
0x7100cfbd2b,"HandleL"
0x7100cfbd33,"Collision"
0x7100cfbd3d,"TrampleSwitchTogetherList"
0x7100cfbd57,"SwitchReactionOn"
0x7100cfbd68,"Focused"
0x7100cfbd70,"TruckMountainStage"
0x7100cfbd83,"VRFocusPoint"
0x7100cfbd90,"MysteryBox"
0x7100cfbd9b,"ワープキューブバインド操作"
0x7100cfbdc3,"ClosePreOut"
0x7100cfbdcf,"DestDoor"
0x7100cfbdd8,"グリーンスター[木箱から出現]"
0x7100cfbe02,"破壊[水中]"
0x7100cfbe11,"KinopioMemberNpcTakeOutItemArea"
0x7100cfbe31,"[state]ターゲットへ向かう"
0x7100cfbe54,"横移動マイクリフト"
0x7100cfbe70,"HipDropStart"
0x7100cfbe7d,"JumpBack"
0x7100cfbe86,"PlayerConst"
0x7100cfbe92,"死亡ヒット[強制]"
0x7100cfbeaa,"SePvDummyForCheckVoiceId"
0x7100cfbec3,"ChestRadius"
0x7100cfbecf,"TornadoSpinAttackRangeDegree"
0x7100cfbeec,"DashBrakeFrame"
0x7100cfbefb,"DashStartFrame"
0x7100cfbf0a,"HeadLightPrePassPointLightOffsetZ"
0x7100cfbf2c,"NormalSpeedMaxBindFallAir"
0x7100cfbf46,"LandPanicCancelFrame"
0x7100cfbf5b,"JumpRotBlendRate"
0x7100cfbf6c,"StandSwimPaddleAnimRateIntervalMin"
0x7100cfbf8f,"RisingTossedHVelBrakeRate"
0x7100cfbfa9,"WallSpeedMax"
0x7100cfbfb6,"InvincibleDashSpeed"
0x7100cfbfca,"Ruck2"
0x7100cfbfd0,"DashLoopStartPre"
0x7100cfbfe1,"stage_controller_type"
0x7100cfbff7,"RideDragonStartState"
0x7100cfc00c,"StageList_%s"
0x7100cfc019,"PlayerList"
0x7100cfc024,"KuriboTower"
0x7100cfc030,"Gabon"
0x7100cfc036,"KeyMoveMapParts"
0x7100cfc046,"StageStartBindDemoKinopioBrigade"
0x7100cfc067,"VRFocusPointKeeper"
0x7100cfc07a,"お宝キノコ[真上出現][地形追従]"
0x7100cfc0a6,"USfr"
0x7100cfc0ab,"常駐[オーディオ]"
0x7100cfc0c3,"プロジェクトグラフィックスクオリティ制御"
0x7100cfc100,"HandheldForceParamWidth"
0x7100cfc118,"ボーナス"
0x7100cfc125,"ブロックパンチヒット"
0x7100cfc144,"巨人アタックヒット"
0x7100cfc160,"CameraDistanceMin"
0x7100cfc172,"Map%d"
0x7100cfc178,"シングルシュータカメラ"
0x7100cfc19a,"FarClipDistance"
0x7100cfc1aa,"名前"
0x7100cfc1b1,"AreaParamList.baglapl"
0x7100cfc1c7,"alQuaterResBufferCompose"
0x7100cfc1e0,"ポストエフェクトマスク"
0x7100cfc202,"コリジョン地形装飾[Movement]"
0x7100cfc228,"エフェクト（ベース２Ｄ）"
0x7100cfc24d,"大気散乱雲[フォワード]"
0x7100cfc26e,"MulColor"
0x7100cfc277,"FogColorRed"
0x7100cfc283,"agldirlit"
0x7100cfc28d,"DirectionParamLatitudeDegree"
0x7100cfc2aa,"AlbedoModeProjLight"
0x7100cfc2be,"GroupHeader = %d"
0x7100cfc2cf,"リフレクションの縮小バッファ品質(Light)"
0x7100cfc307,"CameraShakeName"
0x7100cfc317,"%s.kcl"
0x7100cfc31e,"AnimArc"
0x7100cfc326,"BlendAnimMax"
0x7100cfc333,"StopSceneFrame"
0x7100cfc342,"常に振動"
0x7100cfc34f,"コンベア足場リスト"
0x7100cfc36b,"EffectFrame"
0x7100cfc377,"SequenceHeap"
0x7100cfc384,"uExposureTexture"
0x7100cfc397,"IsEnableTexMtxSetUnder"
0x7100cfc3ae,"ビュー空間での向きを使う"
0x7100cfc3d3,"ブレンドタイプ"
0x7100cfc3e9,"GodRay"
0x7100cfc3f0,"IsMaskLightStreak"
0x7100cfc402,"INDIRECT_TYPE"
0x7100cfc410,"カラー３"
0x7100cfc41d,"SharedTextureArc"
0x7100cfc42e,"PasRenderDirLightColor"
0x7100cfc445,"CameraOffset"
0x7100cfc452,"uIrradiance"
0x7100cfc45e,"uLightSunDir"
0x7100cfc46b,"IS_FAST"
0x7100cfc473,"17:シーン晴天"
0x7100cfc486,"23:シーンお化け"
0x7100cfc49c,"ObjectData/CubeMap%s"
0x7100cfc4b1,"CubeMapTextureData/CubeMap%s"
0x7100cfc4ce,"FresnelMap"
0x7100cfc4d9,"obj_fresnel_curve"
0x7100cfc4eb,"フレネルなし"
0x7100cfc4fe,"Middle Water"
0x7100cfc50b,"Wet Map"
0x7100cfc513,"地形[輪郭(強調)全体(弱)]"
0x7100cfc535,"Mirror1ActorOffsetY"
0x7100cfc549,"cSphereDoTable"
0x7100cfc558,"aglocc"
0x7100cfc55f,"ニア"
0x7100cfc566,"ファー"
0x7100cfc570,"IsShadowMaskEnable"
0x7100cfc583,"%s: %s\n"
0x7100cfc58b,"%s: %u\n"
0x7100cfc593,"%s: \n"
0x7100cfc599,"${AL_PROJECT_ROOT}/Asset/SoundData/AudioEffectDataBase"
0x7100cfc5d0,"ResourceSuffixInfoList"
0x7100cfc5e7,"St5"
0x7100cfc5eb,"Sq3"
0x7100cfc5ef,"Pd1"
0x7100cfc5f3,"SystemData/CollisionAttributeList"
0x7100cfc615,"DrawCategoryList"
0x7100cfc626,"MaterialType"
0x7100cfc633,"PictFontScale"
0x7100cfc641,"CopyTextString"
0x7100cfc650,"MessageFont38"
0x7100cfc65e,"nintendo_udsg-r_std_003_20.fcpx"
0x7100cfc67e,"StageMessage*"
0x7100cfc68c,"MessageHeap"
0x7100cfc698,"Minute"
0x7100cfc69f,"Second"
0x7100cfc6a6,"Fig03"
0x7100cfc6ac,"Is2PHighPriority"
0x7100cfc6bd,"OutMax"
0x7100cfc6c4,"IsUseTaskThread"
0x7100cfc6d4,"DelayRandom"
0x7100cfc6e0,"VRResetCamera"
0x7100cfc6ee,"nvnDeviceGetCurrentTimestampInNanoseconds"
0x7100cfc718,"nvnMemoryPoolMapVirtual"
0x7100cfc730,"nvnTextureBuilderSetHeight"
0x7100cfc74b,"nvnTextureBuilderSetSize3D"
0x7100cfc766,"nvnTextureBuilderGetLevels"
0x7100cfc781,"nvnTextureBuilderGetSamples"
0x7100cfc79d,"nvnTextureGetFormat"
0x7100cfc7b1,"nvnSamplerGetWrapMode"
0x7100cfc7c7,"nvnPolygonStateSetCullFace"
0x7100cfc7e2,"nvnVertexStreamStateGetStride"
0x7100cfc800,"nvnCommandBufferInitialize"
0x7100cfc81b,"nvnCommandBufferGetControlMemoryFree"
0x7100cfc840,"nvnCommandBufferBindTransformFeedbackBuffers"
0x7100cfc86d,"nvnCommandBufferSetRenderEnable"
0x7100cfc88d,"nvnCommandBufferInsertDebugMarkerStatic"
0x7100cfc8b5,"nvnCommandBufferIsRecording"
0x7100cfc8d1,"nvnSyncWait"
0x7100cfc8dd,".bfttf"
0x7100cfc8e4,"__CUS_Int_3"
0x7100cfc8f0,"Emitter Initialize Failed.\n"
0x7100cfc90c,"sysCustomShaderTexture3DSampler0"
0x7100cfc92d,"Shader         Num :%8d\n"
0x7100cfc946,"SuperStripe instance is not used\n"
0x7100cfc968,"sead::FileDeviceMgr"
0x7100cfc97c,"--------------------------------------------------\n"
0x7100cfc9b0,"lt"
0x7100cfc9b5,"OS もしくはハードウェアの異常を検出"
0x7100cfc9e9,"size"
0x7100cfc9ee,"ATI2"
0x7100cfc9f3,"%4d"
0x7100cfc9f7,"ref"
0x7100cfc9fb,"cTextureFormat_Invalid"
0x7100cfca12,"[%s] (%4dx%4d) size:%d align:%d [%s]->[%s](use:%d)"
0x7100cfca45,"depth_2d_max"
0x7100cfca52,"ssii_pre_render"
0x7100cfca62,"sssss_merge_weight"
0x7100cfca75,"cTexFlipY"
0x7100cfca7f,"cCubeMapFace"
0x7100cfca8c,"cAlphaAdd"
0x7100cfca96,"cAOParam0"
0x7100cfcaa0,"ShadowContext"
0x7100cfcaae,"cDstDepth"
0x7100cfcab8,"cInflate"
0x7100cfcac1,"cLight"
0x7100cfcac8,"cReflectionCacheTexture"
0x7100cfcae0,"cLightTexture1"
0x7100cfcaef,"cLightTexture3"
0x7100cfcafe,"cDepthShadowAmplifier"
0x7100cfcb14,"adhoc_fog_atten_sky"
0x7100cfcb28,"cTexDeltaE"
0x7100cfcb33,"cTexInscatter"
0x7100cfcb41,"./header"
0x7100cfcb4a,"Load (*.%s)"
0x7100cfcb56,"format"
0x7100cfcb5d,"flare_buffer"
0x7100cfcb6a,"toycam_level1"
0x7100cfcb78,"smaa_line_detect_th"
0x7100cfcb8c,"IS_WEIGHT_CALCULATION_TINY_AREA"
0x7100cfcbac,"最大半径"
0x7100cfcbb9,"AO検出強度"
0x7100cfcbc8,"%sexpand"
0x7100cfcbd1,"切り抜き"
0x7100cfcbde,"drift_g"
0x7100cfcbe6,"MultiFilterTrimming"
0x7100cfcbfa,"ID:%d"
0x7100cfcc00,"Far multiply color"
0x7100cfcc13,"Min=-1000, Max=1000"
0x7100cfcc27,"BlendRateUp"
0x7100cfcc33,"r16 uI"
0x7100cfcc3a,"rgba16 sN"
0x7100cfcc44,"BC2 sRGB"
0x7100cfcc4d,"IsEnableEdgeScaling%d"
0x7100cfcc63,"開き角度"
0x7100cfcc70,"グループ名"
0x7100cfcc80,"Min=1, Max=%d"
0x7100cfcc8e,"create_half"
0x7100cfcc9a,"create_quarter"
0x7100cfcca9,"quater_size_cascade_num"
0x7100cfccc1,"shadow_map_expand_mwm2"
0x7100cfccd8,"AdjustToTextMinSize"
0x7100cfccec,"L8"
0x7100cfccef,"LocalizeReplaceTarget"
0x7100cfcd05,"BobsledGoalArea"
0x7100cfcd15,"CameraArea"
0x7100cfcd20,"CoinBlowConnectGroundArea"
0x7100cfcd3a,"DeathArea"
0x7100cfcd44,"HeadgearWidenStickXSnapArea"
0x7100cfcd60,"NeonArea"
0x7100cfcd69,"MoveApproachStartLv1"
0x7100cfcd7e,"Body"
0x7100cfcd83,"DamageCopycat"
0x7100cfcd91,"鳥ボス用レール保持"
0x7100cfcdad,"EyeL"
0x7100cfcdb2,"GoalItemCrownDLC"
0x7100cfcdc3,"DemoBattleStart1Lv2"
0x7100cfcdd7,"Low"
0x7100cfcddb,"Eye"
0x7100cfcddf,"SwitchStopOn"
0x7100cfcdec,"2pZoomThreshold"
0x7100cfcdfc,"PgGyroMoving2P"
0x7100cfce0b,"[state]振動&待ち"
0x7100cfce20,"デモアクタープレイヤー"
0x7100cfce42,"黒フェード"
0x7100cfce52,"SwitchDemoPlayOn"
0x7100cfce63,"LiveActorのマイク振動"
0x7100cfce7f,"SwitchOnDelayStep"
0x7100cfce91,"クリボータワー(ブロス足場)"
0x7100cfceb8,"ブロス状態[ジャンプ]"
0x7100cfced6,"TurnCoverd"
0x7100cfcee1,"OnDeadDelay"
0x7100cfceed,"BlowDown"
0x7100cfcef6,"ハンマーブロス"
0x7100cfcf0c,"Reflect"
0x7100cfcf14,"KillerLauncher"
0x7100cfcf23,"破壊"
0x7100cfcf2a,"[state]投げられる[放物]"
0x7100cfcf49,"MinCoord"
0x7100cfcf52,"NoSilhouette"
0x7100cfcf5f,"VRShy"
0x7100cfcf65,"GuideOut"
0x7100cfcf6e,"TxtMessage"
0x7100cfcf79,"TouchStartPG"
0x7100cfcf86,"Text"
0x7100cfcf8b,"LeftIn"
0x7100cfcf92,"ワープキューブカウンタ"
0x7100cfcfb4,"CourseBook"
0x7100cfcfbf,"SeasonSpIllust.bntx"
0x7100cfcfd3,"ParA"
0x7100cfcfd8,"SetIconNormal"
0x7100cfcfe6,"コンプリート取得デモ"
0x7100cfd005,"SetIcon"
0x7100cfd00d,"ShareMode"
0x7100cfd017,"GuideFrameOut"
0x7100cfd025,"TxtGuideJoycon1player_01"
0x7100cfd03e,"IconGyro"
0x7100cfd047,"IconTrickArt_2Player"
0x7100cfd05c,"SetPageIndicator2"
0x7100cfd06e,"img_2PJ2_toadette2p"
0x7100cfd082,"PgPixelToadButtonTouch"
0x7100cfd099,"Button_Glimmer"
0x7100cfd0a8,"シーズン%d"
0x7100cfd0b7,"clear"
0x7100cfd0bd,"SubjectiveGuideB_2PJourneyMode"
0x7100cfd0dc,"Window2PControls_2PSJoyCon1Info"
0x7100cfd0fc,"txt_2PJInfo"
0x7100cfd108,"Window2PControls_2PJ_2PHoirzontalInfo"
0x7100cfd12e,"CurtainSubGold"
0x7100cfd13d,"End6"
0x7100cfd142,"GhostPlayerBossFireStage"
0x7100cfd15b,"BossBird1Stage"
0x7100cfd16a,"ToadBrigadeTouchRotateFortressStage"
0x7100cfd18e,"巨大マリオで吹き飛び状態"
0x7100cfd1b3,"BGM リズム同期アニメコントローラ"
0x7100cfd1e2,"cEta"
0x7100cfd1e7,"Nukkun"
0x7100cfd1ee,"DisappearSignQuick"
0x7100cfd201,"チカチカブロック同期監視"
0x7100cfd226,"可視"
0x7100cfd22d,"RailWithEffect"
0x7100cfd23c,"SwitchEnter"
0x7100cfd248,"GoalDemoPoint"
0x7100cfd256,"Lawn"
0x7100cfd25b,"オフセット位置"
0x7100cfd271,"parameter"
0x7100cfd27b,"泳ぎ有効エリアグループ"
0x7100cfd29d,"Kinopiko"
0x7100cfd2a6,"ゴールエリアグループ"
0x7100cfd2c5,"PgSpin"
0x7100cfd2cc,"カブ[大]リスト"
0x7100cfd2e1,"HitWall"
0x7100cfd2e9,"CancelFocusSe"
0x7100cfd2f7,"LiftMike"
0x7100cfd300,"DownSecond"
0x7100cfd30b,"PanelNotePaint"
0x7100cfd31a,"Mario_Orange"
0x7100cfd327,"スーパーキノコ[地形追従]"
0x7100cfd34b,"WaitZoomIn"
0x7100cfd356,"Move Limit"
0x7100cfd361,"KinopicoDanceNpc"
0x7100cfd372,"ルート土管出入口"
0x7100cfd38b,"外側モデル"
0x7100cfd39b,"SignAim"
0x7100cfd3a3,"木製看板残留モデル"
0x7100cfd3bf,"円形コイン"
0x7100cfd3cf,"BindInput"
0x7100cfd3d9,"Invalid"
0x7100cfd3e1,"IsBgmChangeWhenPieceComplete"
0x7100cfd3fe,"IsUseSwitchAppearCamera"
0x7100cfd416,"KoopaChaseAppear"
0x7100cfd427,"SwitchCollectPieceEndDemoKeepOn"
0x7100cfd447,"WoodBoxTrace"
0x7100cfd454,"キノピオメンバー[青]ステート"
0x7100cfd47e,"キノピオ探検隊員[]ステート"
0x7100cfd4a5,"[state]反転"
0x7100cfd4b3,"cShadowPcfType"
0x7100cfd4c2,"WaitSitDown"
0x7100cfd4ce,"DoubleAppear"
0x7100cfd4db,"ダメージヒット"
0x7100cfd4f1,"SePvPowerUpToClimb"
0x7100cfd504,"DashPanelSpeedInputReverseMin"
0x7100cfd522,"SpeedDampAir"
0x7100cfd52f,"StandSwimHorizontalFloorAccel"
0x7100cfd54d,"RisingTossedJumpGravity"
0x7100cfd565,"HipDropSpeed"
0x7100cfd572,"HipDropKnockDownFrame"
0x7100cfd588,"InvincibleJumpPow"
0x7100cfd59a,"DiveBrake"
0x7100cfd5a4,"LongFallDistance"
0x7100cfd5b5,"SePropellerBeginStep"
0x7100cfd5ca,"ObjectData/KinopioMiniSilhouetteCounterStop"
0x7100cfd5f6,"KinopioHandR"
0x7100cfd603,"PlayerDemoKoopa"
0x7100cfd613,"DamageWater"
0x7100cfd61f,"WalkWaterSlowly"
0x7100cfd62f,"KinopicoActor"
0x7100cfd63d,"MarioActor"
0x7100cfd648,"stage_clear_time"
0x7100cfd659,"WalkFrontDragon"
0x7100cfd669,"VolumeDownBonus"
0x7100cfd679,"EndingSceneResource"
0x7100cfd68d,"EffectObj"
0x7100cfd697,"EffectObjLongExpress"
0x7100cfd6ac,"KuriboClimbRail"
0x7100cfd6bc,"Sky"
0x7100cfd6c0,"コインx3[飛出し出現]"
0x7100cfd6dd,"アシストアイテム[真上出現]"
0x7100cfd704,"ステージシーン"
0x7100cfd71a,"空"
0x7100cfd71e,"Fixed"
0x7100cfd724,"お題監視がON"
0x7100cfd736,"ノーダメージ"
0x7100cfd749,"ShowTutorial1_RightJoy"
0x7100cfd760,"ToadClone"
0x7100cfd76a,"AAType"
0x7100cfd771,"Default , Level1 , Level2 , Level3 , Level4 , Level5"
0x7100cfd7a6,"CollectItemNum"
0x7100cfd7b5,"CollectLockNum"
0x7100cfd7c4,"BadgeCondition1"
0x7100cfd7d4,"CoinConcentricCircle"
0x7100cfd7e9,"cEmissionColor"
0x7100cfd7f8,"Stone"
0x7100cfd7fe,"Wood"
0x7100cfd803,"キックヒット"
0x7100cfd816,"爆発ヒット"
0x7100cfd826,"%d,%03d,%03d"
0x7100cfd833,"    %3d,%03d"
0x7100cfd840,"BlockRailParam"
0x7100cfd84f,"カメラの姿勢更新"
0x7100cfd868,"true"
0x7100cfd86d,"one_minus_src_alpha"
0x7100cfd881,"StressParam"
0x7100cfd88d,"Atmospheric Scatter"
0x7100cfd8a1,"aglgfx"
0x7100cfd8a8,"３Ｄ（ディファード地形）"
0x7100cfd8cd,"３Ｄ（ディファード鏡映り込みなし）"
0x7100cfd901,"地形"
0x7100cfd908,"コリジョン地形装飾"
0x7100cfd924,"敵装飾"
0x7100cfd92e,"敵装飾[Movement]"
0x7100cfd942,"撮影用[空]"
0x7100cfd951,"ルート土管外側[インダイレクト]"
0x7100cfd97e,"IntensityMax"
0x7100cfd98b,"FogMulColorGreen"
0x7100cfd99c,"RotateOffset"
0x7100cfd9a9,"PlacementArg"
0x7100cfd9b6,"MapObj"
0x7100cfd9bd,"DistanceNear"
0x7100cfd9ca,"ClippingExpander"
0x7100cfd9db,"%sAttribute"
0x7100cfd9e7,"ItemList"
0x7100cfd9f0,"WetType"
0x7100cfd9f8,"TextureArc"
0x7100cfda03,"PartialAnimPartsListBufferSize"
0x7100cfda22,"EffectPosOffsetBetweenSensors"
0x7100cfda40,"AssistStopEndWait"
0x7100cfda52,"BoundStart"
0x7100cfda5f,"%s：　適用する色"
0x7100cfda77,"CloudTexMtxV"
0x7100cfda84,"MaskRadius"
0x7100cfda8f,"MASK_DISTANCE_TYPE"
0x7100cfdaa2,"マスクテクスチャ名"
0x7100cfdabe,"CameraIndirectOffsetVelocity"
0x7100cfdadb,"AutoExposureMid"
0x7100cfdaeb,"aglhdrcompose"
0x7100cfdaf9,"Category"
0x7100cfdb02,"Sound"
0x7100cfdb08,"DEPTH_SHADOW_CASCADE_NUM"
0x7100cfdb21,"USING_SSAO"
0x7100cfdb2c,"Model Light Name"
0x7100cfdb3d,"紐付られたステージライト名"
0x7100cfdb65,"aglcurve"
0x7100cfdb6e,"Universal"
0x7100cfdb78,"汎用[水面 強]"
0x7100cfdb8b,"極太"
0x7100cfdb92,"お化け"
0x7100cfdb9c,"ブラータイプ"
0x7100cfdbaf,"MirrorParam"
0x7100cfdbbb,"IS_OUTPUT_SHADOW_INTENSITY"
0x7100cfdbd6,"DoRange"
0x7100cfdbde,"影落とす設定のモデル[地形のみ]"
0x7100cfdc0b,"ClipPlaneName"
0x7100cfdc19,"バリアンス加算(VSMのみ)"
0x7100cfdc3a,"ShadowMaskArray"
0x7100cfdc4a,"敵のシャドウ強度"
0x7100cfdc63,"SM_EDGE_TYPE"
0x7100cfdc70,"UInt"
0x7100cfdc75,"%*c"
0x7100cfdc79,"content:/"
0x7100cfdc83,"HeadNo"
0x7100cfdc8a,"BgmLineInfoList.byml"
0x7100cfdc9f,"Ba2"
0x7100cfdca3,"Sq5"
0x7100cfdca7,"Pd5"
0x7100cfdcab,"BindWorldAxisZ"
0x7100cfdcba,"コマンド０"
0x7100cfdcca,"timg/__Combined.bntx"
0x7100cfdcdf,"JpJa"
0x7100cfdce4,"StageMessage"
0x7100cfdcf1,"Feedback"
0x7100cfdcfa,"EARLY_REFLECTION_20MS"
0x7100cfdd10,"VolumeFirstPerson"
0x7100cfdd22,"MaxX"
0x7100cfdd27,"aVertex"
0x7100cfdd2f,"nvnQueueResetMemoryUsageCounts"
0x7100cfdd4e,"nvnMemoryPoolBuilderSetDevice"
0x7100cfdd6c,"nvnMemoryPoolBuilderSetDefaults"
0x7100cfdd8c,"nvnBufferInitialize"
0x7100cfdda0,"nvnTextureBuilderSetDevice"
0x7100cfddbb,"nvnTextureGetWidth"
0x7100cfddce,"nvnTextureGetDebugID"
0x7100cfdde3,"nvnSamplerBuilderSetLodClamp"
0x7100cfde00,"nvnColorStateSetAlphaTest"
0x7100cfde1a,"nvnChannelMaskStateGetChannelMask"
0x7100cfde3c,"nvnMultisampleStateGetSamples"
0x7100cfde5a,"nvnMultisampleStateGetCoverageToColorOutput"
0x7100cfde86,"nvnCommandBufferClearColorui"
0x7100cfdea3,"nvnCommandBufferSetTiledCacheAction"
0x7100cfdec7,"nvnCommandBufferSetSampleMask"
0x7100cfdee5,"nvnCommandBufferWaitSync"
0x7100cfdefe,"nvnCommandBufferGetMemoryCallback"
0x7100cfdf20,".bnsh"
0x7100cfdf26,"  EmitterSet      WorkSize : %d ( EmitterSetNum:%d )\n"
0x7100cfdf5c,"sysScaleBuff"
0x7100cfdf69,"sysCustomShaderCubeArraySampler3"
0x7100cfdf8a,"Faild to initialize primitive: Index %d \n"
0x7100cfdfb4,"sead::RootDraw"
0x7100cfdfc3,"  use_list_size: %d\n"
0x7100cfdfd8,"  parent: %s\n"
0x7100cfdfe6,"Reverse"
0x7100cfdfee,"          FreeSize: %llu\n"
0x7100cfe008,"(%f, %f, %f, %f)"
0x7100cfe019,"Feb"
0x7100cfe01d,"Mar"
0x7100cfe021,"</"
0x7100cfe024,"  area_size: %llu\n"
0x7100cfe037,"          AreaSize: %llu\n"
0x7100cfe051,"UserException handler is called.\n"
0x7100cfe073,"==============================================================================\n"
0x7100cfe0c3,"V%-2d = 0x%016llX%016llX (%LE)\n"
0x7100cfe0e3,"NVN_DEVICE_INFO_COMMAND_BUFFER_CONTROL_ALIGNMENT"
0x7100cfe114,"cTextureFormat_R8_G8_sInt"
0x7100cfe12e,"cTextureFormat_R4_G4_B4_A4_uNorm"
0x7100cfe14f,"cTextureFormat_R11_G11_B10_float"
0x7100cfe170,"cTextureFormat_BC1_uNorm"
0x7100cfe189,"Debug display"
0x7100cfe197,"f32"
0x7100cfe19b,"color_correction_map"
0x7100cfe1b0,"green"
0x7100cfe1b6,"smaac_line_detection"
0x7100cfe1cb,"cubemap_draw_illuminant"
0x7100cfe1e3,"local_reflection_filter"
0x7100cfe1fb,"local_reflection_gaussian_filter"
0x7100cfe21c,"debug_sh_volume_hemi_light"
0x7100cfe237,"cCurveB[0]"
0x7100cfe242,"cToyCam_Offset2"
0x7100cfe252,"cParam2"
0x7100cfe25a,"cBaseDepth"
0x7100cfe265,"cReflectionHistoryTexture"
0x7100cfe27f,"static_mie_scattering_coeff"
0x7100cfe29b,"mie_scattering_coeff"
0x7100cfe2b0,"cSymmetricalPropertyMie"
0x7100cfe2c8,"cNonLinearParam"
0x7100cfe2d8,"cNormalFogDistance"
0x7100cfe2eb,"mat"
0x7100cfe2ef,"ghost_dispersal"
0x7100cfe2ff,"ぼかし時の倍率"
0x7100cfe315,"サンプルペアの数"
0x7100cfe32e,"%sintensity"
0x7100cfe33a,"detect1"
0x7100cfe342,"%AGL_ROOT%/tools/temporary/temp_proj_light.bfres"
0x7100cfe373,"Comment=Reverts to %s initial value "
0x7100cfe398,"Indirect texture translation"
0x7100cfe3b5,"Enable indirect full buffer resolution"
0x7100cfe3dc,"変化幅"
0x7100cfe3e6,"ExposureMid"
0x7100cfe3f2,"RangeMin"
0x7100cfe3fb,"サンプル点スケールX"
0x7100cfe418,"r8 sI"
0x7100cfe41e,"rgba4 uN"
0x7100cfe427,"rg16 sN"
0x7100cfe42f,"TextureIdx%d"
0x7100cfe43c,"遮蔽率でテクスチャカラーを減算"
0x7100cfe46a,"render_cubemap_color"
0x7100cfe47f,"faceNormalBias"
0x7100cfe48e,"Min = 0,Max = 10.0"
0x7100cfe4a1,"bounding_calc_type"
0x7100cfe4b4,"stable_texel_width"
0x7100cfe4c7,"Shadow Map Type"
0x7100cfe4d7,"size_w"
0x7100cfe4de,"TextScaleOn"
0x7100cfe4ea,"CenteringPairMargin"
0x7100cfe4fe,"FrameBufferMultiFilter"
0x7100cfe515,"DownWithTouchOn"
0x7100cfe525,"TracingFraction"
0x7100cfe535,"TracingWait"
0x7100cfe541,"TouchDecide2"
0x7100cfe54e,"VerticalAngleMin"
0x7100cfe55f,"PlayerNoAirFollowArea"
0x7100cfe575,"IsInvalidDegree_180"
0x7100cfe589,"SoundData/SeDataBase"
0x7100cfe59e,"GiantTimeUp"
0x7100cfe5aa,"GiantEnd"
0x7100cfe5b3,"BlowTopEnd"
0x7100cfe5be,"MoveEnd"
0x7100cfe5c6,"BossBirdHigh"
0x7100cfe5d3,"WaitB"
0x7100cfe5d9,"TailL3"
0x7100cfe5e0,"BossBirdSand"
0x7100cfe5ed,"敵[Movement]"
0x7100cfe5fb,"ゴールアイテム出現デモ"
0x7100cfe61d,"Lv"
